,Player,Prop,Probability,Last_25,Average_Last_25
0,Anthony Edwards,15 PTS,0.9385144941076208,24.0,26.6
1,Anthony Edwards,20 PTS,0.8099155377243512,18.0,26.6
2,Anthony Edwards,3 REB,0.9170967199029931,24.0,5.6
3,Anthony Edwards,1 3FG,0.8561565087392887,24.0,2.96
